   1.1513685e+00  -4.0338558e-01   7.1364394e-01   1.5575807e+00   1.8052507e+00   2.9936475e+01   8.1157790e+01   2.1166140e+01
   1.1738284e+00  -3.4558342e-01   7.4866244e-01   1.9267385e+00   1.1672831e+00   1.2305262e+01   7.7106189e+01   2.1268928e+01
   1.1970611e+00  -2.8738801e-01   7.7442438e-01   1.9398471e+00   8.5873137e-01   4.3695018e-01   7.2893364e+01   2.1357286e+01
   1.2211311e+00  -2.3511665e-01   8.0233398e-01   1.7423786e+00   9.3032012e-01  -6.5822805e+00   6.8519814e+01   2.1433372e+01
   1.2462438e+00  -1.9174450e-01   8.3708818e-01   1.4457384e+00   1.1584732e+00  -9.8880090e+00   6.3987315e+01   2.1499205e+01
   1.2725703e+00  -1.5790282e-01   8.7755000e-01   1.1280560e+00   1.3487275e+00  -1.0589413e+01   5.9298834e+01   2.1556670e+01
   1.3001733e+00  -1.3277203e-01   9.2010121e-01   8.3769318e-01   1.4183736e+00  -9.6787602e+00   5.4458432e+01   2.1607517e+01
   1.3290118e+00  -1.1481277e-01   9.6128173e-01   5.9864200e-01   1.3726841e+00  -7.9683728e+00   4.9471143e+01   2.1653368e+01
   1.3589792e+00  -1.0229557e-01   9.9891484e-01   4.1723986e-01   1.2544372e+00  -6.0467379e+00   4.4342851e+01   2.1695719e+01
   1.3899426e+00  -9.3627790e-02   1.0321134e+00   2.8892601e-01   1.1066193e+00  -4.2771282e+00   3.9080158e+01   2.1735948e+01
   1.4217674e+00  -8.7512989e-02   1.0608254e+00   2.0382671e-01   9.5706481e-01  -2.8366436e+00   3.3690263e+01   2.1775321e+01
   1.4543284e+00  -8.2993909e-02   1.0853692e+00   1.5063601e-01   8.1812701e-01  -1.7730232e+00   2.8180848e+01   2.1815000e+01
   1.4875124e+00  -7.9427071e-02   1.1061335e+00   1.1889458e-01   6.9214421e-01  -1.0580475e+00   2.2559968e+01   2.1856051e+01
   1.5212157e+00  -7.6425074e-02   1.1234428e+00   1.0006657e-01   5.7697784e-01  -6.2760039e-01   1.6835966e+01   2.1899448e+01
   1.5553417e+00  -7.3789840e-02   1.1375311e+00   8.7841124e-02   4.6960786e-01  -4.0751489e-01   1.1017397e+01   2.1946079e+01
   1.5897986e+00  -7.1450017e-02   1.1485653e+00   7.7994119e-02   3.6780677e-01  -3.2823352e-01   5.1129621e+00   2.1996756e+01
   1.6244991e+00  -6.9408859e-02   1.1566821e+00   6.8038582e-02   2.7056225e-01  -3.3185125e-01  -8.6853380e-01   2.2052212e+01
   1.6593596e+00  -6.7704659e-02   1.1620188e+00   5.6806669e-02   1.7788941e-01  -3.7439707e-01  -6.9182211e+00   2.2113114e+01
   1.6943016e+00  -6.6383274e-02   1.1647323e+00   4.4046154e-02   9.0449147e-02  -4.2535050e-01  -1.3027189e+01   2.2180059e+01
   1.7292518e+00  -6.5481040e-02   1.1650078e+00   3.0074474e-02   9.1830852e-03  -4.6572269e-01  -1.9186499e+01   2.2253585e+01
   1.7641436e+00  -6.5015816e-02   1.1630591e+00   1.5507476e-02  -6.4957334e-02  -4.8556658e-01  -2.5387196e+01   2.2334167e+01
   1.7989173e+00  -6.4983902e-02   1.1591237e+00   1.0637959e-03  -1.3117793e-01  -4.8145601e-01  -3.1620308e+01   2.2422223e+01
   1.8335210e+00  -6.5360806e-02   1.1534561e+00  -1.2563453e-02  -1.8892234e-01  -4.5424163e-01  -3.7876842e+01   2.2518118e+01
   1.8679106e+00  -6.6104215e-02   1.1463194e+00  -2.4780293e-02  -2.3788981e-01  -4.0722800e-01  -4.4147777e+01   2.2622162e+01
   1.9020500e+00  -6.7157948e-02   1.1379790e+00  -3.5124455e-02  -2.7801207e-01  -3.4480540e-01  -5.0424052e+01   2.2734617e+01
   1.9359109e+00  -6.8456035e-02   1.1286968e+00  -4.3269568e-02  -3.0940715e-01  -2.7150374e-01  -5.6696554e+01   2.2855695e+01
   1.9694727e+00  -6.9926384e-02   1.1187271e+00  -4.9011622e-02  -3.3232387e-01  -1.9140180e-01  -6.2956096e+01   2.2985563e+01
   2.0027221e+00  -7.1493765e-02   1.1083145e+00  -5.2246039e-02  -3.4708711e-01  -1.0781392e-01  -6.9193405e+01   2.3124343e+01
   2.0356529e+00  -7.3082007e-02   1.0976930e+00  -5.2941393e-02  -3.5405050e-01  -2.3178472e-02  -7.5399090e+01   2.3272117e+01
   2.0682655e+00  -7.4615422e-02   1.0870861e+00  -5.1113846e-02  -3.5356040e-01   6.0918242e-02  -8.1563621e+01   2.3428926e+01
   2.1005667e+00  -7.6019564e-02   1.0767082e+00  -4.6804724e-02  -3.4593209e-01   1.4363742e-01  -8.7677295e+01   2.3594773e+01
   2.1325697e+00  -7.7221435e-02   1.0667651e+00  -4.0062376e-02  -3.3143735e-01   2.2474492e-01  -9.3730204e+01   2.3769626e+01
   2.1642934e+00  -7.8149291e-02   1.0574560e+00  -3.0928531e-02  -3.1030089e-01   3.0446149e-01  -9.9712190e+01   2.3953419e+01
   2.1957626e+00  -7.8732153e-02   1.0489750e+00  -1.9428723e-02  -2.8270263e-01   3.8332695e-01  -1.0561280e+02   2.4146053e+01
   2.2270080e+00  -7.8899133e-02   1.0415115e+00  -5.5660066e-03  -2.4878272e-01   4.6209054e-01  -1.1142123e+02   2.4347396e+01
   2.2580655e+00  -7.8578644e-02   1.0352521e+00   1.0682962e-02  -2.0864673e-01   5.4163229e-01  -1.1712626e+02   2.4557285e+01
   2.2889770e+00  -7.7697532e-02   1.0303810e+00   2.9370391e-02  -1.6236940e-01   6.2291429e-01  -1.2271622e+02   2.4775524e+01
   2.3197894e+00  -7.6180159e-02   1.0270811e+00   5.0579106e-02  -1.0999629e-01   7.0695717e-01  -1.2817886e+02   2.5001881e+01
   2.3505554e+00  -7.3947435e-02   1.0255348e+00   7.4424147e-02  -5.1543351e-02   7.9483471e-01  -1.3350133e+02   2.5236082e+01
   2.3813332e+00  -7.0915800e-02   1.0259249e+00   1.0105451e-01   1.3004456e-02   8.8767862e-01  -1.3867009e+02   2.5477801e+01
   2.4121862e+00  -6.6996147e-02   1.0284358e+00   1.3065508e-01   8.3694094e-02   9.8668587e-01  -1.4367088e+02   2.5726651e+01
   2.4431839e+00  -6.2092685e-02   1.0332538e+00   1.6344872e-01   1.6060299e-01   1.0931214e+00  -1.4848866e+02   2.5982154e+01
   2.4744009e+00  -5.6101745e-02   1.0405688e+00   1.9969800e-01   2.4383262e-01   1.2083092e+00  -1.5310770e+02   2.6243715e+01
   2.5059181e+00  -4.8910561e-02   1.0505736e+00   2.3970615e-01   3.3349401e-01   1.3336050e+00  -1.5751167e+02   2.6510578e+01
   2.5378221e+00  -4.0396069e-02   1.0634641e+00   2.8381639e-01   4.2968104e-01   1.4703412e+00  -1.6168394e+02   2.6781752e+01
   2.5702052e+00  -3.0423817e-02   1.0794369e+00   3.3240840e-01   5.3242610e-01   1.6197339e+00  -1.6560807e+02   2.7055928e+01
   2.6031657e+00  -1.8847100e-02   1.0986858e+00   3.8589058e-01   6.4163153e-01   1.7827394e+00  -1.6926859e+02   2.7331347e+01
   2.6368076e+00  -5.5065250e-03   1.1213949e+00   4.4468582e-01   7.5696894e-01   1.9598413e+00  -1.7265226e+02   2.7605632e+01
   2.6712394e+00   9.7697308e-03   1.1477270e+00   5.0920853e-01   8.7773868e-01   2.1507568e+00  -1.7574974e+02   2.7875562e+01
   2.7065736e+00   2.7164629e-02   1.1778076e+00   5.7982993e-01   1.0026843e+00   2.3540468e+00  -1.7855798e+02   2.8136790e+01
   2.7429246e+00   4.6869501e-02   1.2117005e+00   6.5682906e-01   1.1297642e+00   2.5666377e+00  -1.8108315e+02   2.8383501e+01
   2.7804060e+00   6.9079331e-02   1.2493774e+00   7.4032768e-01   1.2558960e+00   2.7832872e+00  -1.8334395e+02   2.8608033e+01
   2.8191263e+00   9.3985632e-02   1.2906789e+00   8.3021005e-01   1.3767164e+00   2.9960789e+00  -1.8537482e+02   2.8800503e+01
   2.8591845e+00   1.2176662e-01   1.3352716e+00   9.2603295e-01   1.4864261e+00   3.1940968e+00  -1.8722807e+02   2.8948523e+01
   2.9006627e+00   1.5257476e-01   1.3826065e+00   1.0269379e+00   1.5778294e+00   3.3634979e+00  -1.8897356e+02   2.9037133e+01
   2.9436193e+00   1.8652230e-01   1.4318872e+00   1.1315849e+00   1.6426885e+00   3.4882330e+00  -1.9069415e+02   2.9049091e+01
   2.9880811e+00   2.2366629e-01   1.4820618e+00   1.2381328e+00   1.6724888e+00   3.5515967e+00  -1.9247581e+02   2.8965678e+01
   3.0340366e+00   2.6399500e-01   1.5318502e+00   1.3442903e+00   1.6596107e+00   3.5385856e+00  -1.9439208e+02   2.8768046e+01
   3.0814310e+00   3.0741853e-01   1.5798124e+00   1.4474512e+00   1.5987415e+00   3.4386938e+00  -1.9648527e+02   2.8439023e+01
   3.1301648e+00   3.5376566e-01   1.6244580e+00   1.5449042e+00   1.4881858e+00   3.2484362e+00  -1.9874872e+02   2.7965038e+01
  -3.1030892e+00   4.0278826e-01   1.6643775e+00   1.6340867e+00   1.3306515e+00   2.9727484e+00  -2.0111614e+02   2.7337764e+01
  -3.0521380e+00   4.5417306e-01   1.6983732e+00   1.7128267e+00   1.1331886e+00   2.6246651e+00  -2.0346274e+02   2.6555022e+01
  -3.0003712e+00   5.0755880e-01   1.7255602e+00   1.7795248e+00   9.0623242e-01   2.2232724e+00  -2.0561912e+02   2.5620761e+01
  -2.9480086e+00   5.6255606e-01   1.7454209e+00   1.8332420e+00   6.6202384e-01   1.7905718e+00  -2.0739471e+02   2.4544198e+01
  -2.8952744e+00   6.1876673e-01   1.7578071e+00   1.8736888e+00   4.1287477e-01   1.3482283e+00  -2.0860413e+02   2.3338431e+01
  -2.8423874e+00   6.7580094e-01   1.7628989e+00   1.9011403e+00   1.6972524e-01   9.1504851e-01  -2.0909000e+02   2.2018941e+01
  -2.7895533e+00   7.3329018e-01   1.7611364e+00   1.9163081e+00  -5.8749075e-02   5.0559479e-01  -2.0873759e+02   2.0602293e+01
  -2.7369590e+00   7.9089632e-01   1.7531429e+00   1.9202045e+00  -2.6644855e-01   1.2987949e-01  -2.0748041e+02   1.9105177e+01
  -2.6847695e+00   8.4831688e-01   1.7396516e+00   1.9140187e+00  -4.4971083e-01  -2.0619286e-01  -2.0529803e+02   1.7543798e+01
  -2.6331262e+00   9.0528742e-01   1.7214444e+00   1.8990181e+00  -6.0690902e-01  -5.0002097e-01  -2.0220903e+02   1.5933537e+01
  -2.5821470e+00   9.6158167e-01   1.6993057e+00   1.8764750e+00  -7.3795405e-01  -7.5143524e-01  -1.9826152e+02   1.4288771e+01
  -2.5319272e+00   1.0170102e+00   1.6739913e+00   1.8476173e+00  -8.4381370e-01  -9.6192578e-01  -1.9352369e+02   1.2622795e+01
  -2.4825410e+00   1.0714181e+00   1.6462081e+00   1.8135963e+00  -9.2610652e-01  -1.1340308e+00  -1.8807525e+02   1.0947778e+01
  -2.4340429e+00   1.1246822e+00   1.6166044e+00   1.7754698e+00  -9.8678913e-01  -1.2708837e+00  -1.8200064e+02   9.2747477e+00
  -2.3864699e+00   1.1767080e+00   1.5857665e+00   1.7341931e+00  -1.0279327e+00  -1.3758923e+00  -1.7538394e+02   7.6135771e+00
  -2.3398433e+00   1.2274265e+00   1.5542192e+00   1.6906176e+00  -1.0515745e+00  -1.4525159e+00  -1.6830527e+02   5.9729905e+00
  -2.2941704e+00   1.2767913e+00   1.5224304e+00   1.6454942e+00  -1.0596276e+00  -1.5041140e+00  -1.6083860e+02   4.3605786e+00
  -2.2494459e+00   1.3247757e+00   1.4908154e+00   1.5994788e+00  -1.0538336e+00  -1.5338452e+00  -1.5305042e+02   2.7828302e+00
  -2.2056536e+00   1.3713699e+00   1.4597431e+00   1.5531408e+00  -1.0357439e+00  -1.5446014e+00  -1.4499924e+02   1.2451768e+00
  -2.1627674e+00   1.4165791e+00   1.4295414e+00   1.5069718e+00  -1.0067222e+00  -1.5389669e+00  -1.3673548e+02  -2.4795091e-01
  -2.1207523e+00   1.4604209e+00   1.4005027e+00   1.4613959e+00  -9.6795600e-01  -1.5191962e+00  -1.2830177e+02  -1.6930573e+00
  -2.0795657e+00   1.5029243e+00   1.3728884e+00   1.4167798e+00  -9.2047639e-01  -1.4872035e+00  -1.1973342e+02  -3.0875099e+00
  -2.0391577e+00   1.5441276e+00   1.3469331e+00   1.3734429e+00  -8.6517752e-01  -1.4445619e+00  -1.1105893e+02  -4.4294649e+00
  -1.9994722e+00   1.5840776e+00   1.3228480e+00   1.3316677e+00  -8.0283596e-01  -1.3925077e+00  -1.0230064e+02  -5.7177918e+00
  -1.9604475e+00   1.6228289e+00   1.3008242e+00   1.2917092e+00  -7.3412659e-01  -1.3319488e+00  -9.3475281e+01  -6.9520005e+00
  -1.9220164e+00   1.6604431e+00   1.2810352e+00   1.2538050e+00  -6.5963448e-01  -1.2634740e+00  -8.4594517e+01  -8.1321722e+00
  -1.8841073e+00   1.6969886e+00   1.2636393e+00   1.2181841e+00  -5.7986204e-01  -1.1873634e+00  -7.5665447e+01  -9.2588944e+00
  -1.8466438e+00   1.7325409e+00   1.2487824e+00   1.1850762e+00  -4.9523140e-01  -1.1035964e+00  -6.6691005e+01  -1.0333203e+01
  -1.8095458e+00   1.7671825e+00   1.2365999e+00   1.1547204e+00  -4.0608232e-01  -1.0118600e+00  -5.7670312e+01  -1.1356531e+01
  -1.7727292e+00   1.8010037e+00   1.2272199e+00   1.1273738e+00  -3.1266618e-01  -9.1155347e-01  -4.8598945e+01  -1.2330660e+01
